exclude_bodies,n_excluded,n_features,bal_acc,f1_macro,mcc,recall_down,recall_up,recall_min,recall_gap,up_down_min,up_down_gap
"Sun,Mars",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Jupiter",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Sun,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Mercury",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Venus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Mars",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Jupiter",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Moon,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Venus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Mars",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Jupiter",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mercury,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Mars",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Jupiter",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Venus,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Jupiter",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Mars,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Jupiter,Saturn",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Jupiter,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Jupiter,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Jupiter,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Jupiter,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Saturn,Uranus",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Saturn,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Saturn,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Saturn,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Uranus,Neptune",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Uranus,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Uranus,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Neptune,Pluto",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Neptune,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
"Pluto,Node",2,834,0.3376172592628721,0.3187735583684951,0.023220932651711948,0.6089108910891089,0.0,0.0,0.6089108910891089,0.0,0.6089108910891089
