coord_mode,gauss_window,gauss_std,orb_mult,exclude_bodies,n_features,recall_min,recall_gap,recall_down,recall_up,balanced_accuracy,mcc,f1_macro,threshold
geo,75,50.0,0.15,none,769,0.508695652173913,0.036349392871132036,0.508695652173913,0.545045045045045,0.526870348609479,0.05376597506476746,0.5265115914786967,0.49999999999999994
geo,75,50.0,0.15,Sun,660,0.2072072072072072,0.5971406188797493,0.8043478260869565,0.2072072072072072,0.5057775166470819,0.014405797620057758,0.4599936210354465,0.49999999999999994
geo,75,50.0,0.15,Moon,644,0.42342342342342343,0.14614179396788096,0.5695652173913044,0.42342342342342343,0.4964943204073639,-0.007086211082609736,0.49439968462808287,0.49999999999999994
geo,75,50.0,0.15,Mercury,658,0.4652173913043478,0.04829612220916568,0.4652173913043478,0.5135135135135135,0.48936545240893065,-0.021290997897214243,0.4888154512741426,0.49999999999999994
geo,75,50.0,0.15,Venus,658,0.4369369369369369,0.13697610654132397,0.5739130434782609,0.4369369369369369,0.5054249902075989,0.010951799696498725,0.5036611367989797,0.49999999999999994
geo,75,50.0,0.15,Mars,644,0.16666666666666666,0.6724637681159421,0.8391304347826087,0.16666666666666666,0.5028985507246377,0.007832304187224904,0.44243421052631576,0.5099999999999999
geo,75,50.0,0.15,Jupiter,656,0.44594594594594594,0.15405405405405403,0.6,0.44594594594594594,0.522972972972973,0.04649975506281804,0.5207685062357299,0.49999999999999994
geo,75,50.0,0.15,Saturn,666,0.38738738738738737,0.2560908734821778,0.6434782608695652,0.38738738738738737,0.5154328241284762,0.03193022633639329,0.508450563703482,0.49999999999999994
geo,75,50.0,0.15,Uranus,674,0.508695652173913,0.036349392871132036,0.508695652173913,0.545045045045045,0.526870348609479,0.05376597506476746,0.5265115914786967,0.49999999999999994
geo,75,50.0,0.15,Neptune,672,0.5180180180180181,0.03415589502546024,0.5521739130434783,0.5180180180180181,0.5350959655307481,0.07022494702336975,0.5350705329153604,0.49999999999999994
geo,75,50.0,0.15,Pluto,674,0.4956521739130435,0.04488836662749707,0.4956521739130435,0.5405405405405406,0.518096357226792,0.03622252197686396,0.5176141147903734,0.49999999999999994
geo,75,50.0,0.15,MeanNode,660,0.1981981981981982,0.5409322365844105,0.7391304347826086,0.1981981981981982,0.4686643164904034,-0.07443947156275542,0.42908697221219777,0.49999999999999994
geo,75,50.0,0.15,"MeanNode,Pluto",573,0.509009009009009,0.06490403446925186,0.5739130434782609,0.509009009009009,0.541461026243635,0.0830922845177496,0.5412247539753754,0.49999999999999994
geo,75,50.0,0.15,"MeanNode,Saturn",567,0.45045045045045046,0.11476694085389733,0.5652173913043478,0.45045045045045046,0.5078339208773991,0.015770095144602453,0.5066763682130144,0.48999999999999994
geo,75,50.0,0.15,"MeanNode,Venus",559,0.32432432432432434,0.34089306698002353,0.6652173913043479,0.32432432432432434,0.4947708578143361,-0.011122089955675993,0.4811244898681622,0.49999999999999994
geo,75,50.0,0.15,"Pluto,Saturn",573,0.4652173913043478,0.07532314923619277,0.4652173913043478,0.5405405405405406,0.5028789659224442,0.005773386672276102,0.5018002792269821,0.49999999999999994
geo,75,50.0,0.15,"Pluto,Venus",573,0.38288288288288286,0.2605953779866823,0.6434782608695652,0.38288288288288286,0.513180571876224,0.027303856267807302,0.5058876382060049,0.48999999999999994
geo,75,50.0,0.25,none,769,0.40540540540540543,0.22502937720329025,0.6304347826086957,0.40540540540540543,0.5179200940070505,0.03678339201492811,0.5126963071159932,0.49999999999999994
geo,75,50.0,0.25,Sun,660,0.36936936936936937,0.3219349784567176,0.691304347826087,0.36936936936936937,0.5303368585977282,0.06410024635235151,0.5192337744171392,0.5099999999999999
geo,75,50.0,0.25,Moon,644,0.07207207207207207,0.8192322757540148,0.8913043478260869,0.07207207207207207,0.4816882099490795,-0.06375119970942036,0.3806492944128412,0.49999999999999994
geo,75,50.0,0.25,Mercury,658,0.3782608695652174,0.2568742655699177,0.3782608695652174,0.6351351351351351,0.5066980023501763,0.013858042394729068,0.49724909130633405,0.48999999999999994
geo,75,50.0,0.25,Venus,658,0.4956521739130435,0.017861339600469983,0.4956521739130435,0.5135135135135135,0.5045828437132784,0.009165687426556992,0.504424778761062,0.49999999999999994
geo,75,50.0,0.25,Mars,644,0.16666666666666666,0.6681159420289855,0.8347826086956521,0.16666666666666666,0.5007246376811594,0.0019475562398087983,0.4408888445132267,0.5099999999999999
geo,75,50.0,0.25,Jupiter,656,0.3918918918918919,0.2254994124559342,0.6173913043478261,0.3918918918918919,0.504641598119859,0.009527501538292855,0.4992224722897073,0.49999999999999994
geo,75,50.0,0.25,Saturn,666,0.32882882882882886,0.2755189972581276,0.6043478260869565,0.32882882882882886,0.4665883274578927,-0.0694785025027891,0.4574589393242243,0.49999999999999994
geo,75,50.0,0.25,Uranus,674,0.25217391304347825,0.5406188797493146,0.25217391304347825,0.7927927927927928,0.5224833529181355,0.05341032084627701,0.48242462443533984,0.48999999999999994
geo,75,50.0,0.25,Neptune,672,0.4774774774774775,0.048609479044261605,0.5260869565217391,0.4774774774774775,0.5017822169996082,0.003568104619975131,0.5016635714600719,0.49999999999999994
geo,75,50.0,0.25,Pluto,674,0.2217391304347826,0.5169996083039561,0.2217391304347826,0.7387387387387387,0.4802389345867607,-0.046187073741778314,0.4407079646017699,0.48999999999999994
geo,75,50.0,0.25,MeanNode,660,0.2927927927927928,0.3419898159028594,0.6347826086956522,0.2927927927927928,0.4637877007442225,-0.07702151433724685,0.44912335708470086,0.49999999999999994
geo,75,50.0,0.25,"MeanNode,Pluto",573,0.49099099099099097,0.09161770466118291,0.5826086956521739,0.49099099099099097,0.5367998433215824,0.07390791716260833,0.5361917527089195,0.49999999999999994
geo,75,50.0,0.25,"MeanNode,Saturn",567,0.5,0.07391304347826089,0.5739130434782609,0.5,0.5369565217391304,0.0741114329971769,0.5366103706901203,0.49999999999999994
geo,75,50.0,0.25,"MeanNode,Venus",559,0.32432432432432434,0.34089306698002353,0.6652173913043479,0.32432432432432434,0.4947708578143361,-0.011122089955675993,0.4811244898681622,0.49999999999999994
geo,75,50.0,0.25,"Pluto,Saturn",573,0.47297297297297297,0.10094007050528792,0.5739130434782609,0.47297297297297297,0.523443008225617,0.047123338221825205,0.5226329362642761,0.49999999999999994
geo,75,50.0,0.25,"Pluto,Venus",573,0.46396396396396394,0.07951429690560124,0.5434782608695652,0.46396396396396394,0.5037211124167645,0.0074647730884733095,0.5032479638897066,0.49999999999999994
geo,75,70.0,0.05,none,757,0.4199134199134199,0.2045209692268516,0.4199134199134199,0.6244343891402715,0.5221739045268456,0.04528491857154883,0.5159285964574605,0.49999999999999994
geo,75,70.0,0.05,Sun,650,0.3393665158371041,0.3532741768035885,0.6926406926406926,0.3393665158371041,0.5160036042388984,0.034214703772858804,0.5023112558923072,0.49999999999999994
geo,75,70.0,0.05,Moon,634,0.248868778280543,0.4913909619791973,0.7402597402597403,0.248868778280543,0.49456425927014164,-0.01247748296809143,0.46474681421864517,0.49999999999999994
geo,75,70.0,0.05,Mercury,652,0.4751131221719457,0.08765744059861713,0.5627705627705628,0.4751131221719457,0.5189418424712542,0.03802359532423978,0.5184383269752895,0.49999999999999994
geo,75,70.0,0.05,Venus,648,0.37662337662337664,0.2523358993947229,0.37662337662337664,0.6289592760180995,0.5027913263207381,0.005767746484466765,0.49329365079365084,0.48999999999999994
geo,75,70.0,0.05,Mars,636,0.47619047619047616,0.10299504417151484,0.47619047619047616,0.579185520361991,0.5276879982762336,0.05565138654710412,0.5257966467300716,0.48999999999999994
geo,75,70.0,0.05,Jupiter,644,0.4796380090497738,0.013868484456719732,0.4935064935064935,0.4796380090497738,0.48657225127813364,-0.02685129001407,0.4865648256952605,0.49999999999999994
geo,75,70.0,0.05,Saturn,654,0.27601809954751133,0.3906485671191553,0.6666666666666666,0.27601809954751133,0.471342383107089,-0.062211092447225426,0.4524852418798395,0.49999999999999994
geo,75,70.0,0.05,Uranus,662,0.4155844155844156,0.23599929482282422,0.4155844155844156,0.6515837104072398,0.5335840629958277,0.06907807158875504,0.5256237623762376,0.48999999999999994
geo,75,70.0,0.05,Neptune,662,0.15384615384615385,0.6297036297036297,0.7835497835497836,0.15384615384615385,0.4686979686979687,-0.08045278666763987,0.4136456936424095,0.49999999999999994
geo,75,70.0,0.05,Pluto,668,0.23529411764705882,0.49630761395467277,0.7316017316017316,0.23529411764705882,0.48344792462439523,-0.03810428370218446,0.45223618288172496,0.49999999999999994
geo,75,70.0,0.05,MeanNode,648,0.38095238095238093,0.22990734755440645,0.38095238095238093,0.6108597285067874,0.49590605472958416,-0.008411571345446588,0.4878250327816126,0.48999999999999994
geo,75,70.0,0.05,"MeanNode,Pluto",567,0.44155844155844154,0.2100252688487983,0.44155844155844154,0.6515837104072398,0.5465710759828407,0.09520079069941934,0.54027846351338,0.49999999999999994
geo,75,70.0,0.05,"MeanNode,Saturn",555,0.34841628959276016,0.24898630780983722,0.5974025974025974,0.34841628959276016,0.47290944349767877,-0.05591148589253292,0.46593679424477646,0.49999999999999994
geo,75,70.0,0.05,"MeanNode,Venus",549,0.3438914027149321,0.28814322931969993,0.6320346320346321,0.3438914027149321,0.4879630173747821,-0.025129874724621595,0.4786463661711901,0.5099999999999999
geo,75,70.0,0.05,"Pluto,Saturn",567,0.5324675324675324,0.04671798789445858,0.5324675324675324,0.579185520361991,0.5558265264147617,0.11173515912569994,0.5552553125871968,0.5099999999999999
geo,75,70.0,0.05,"Pluto,Venus",569,0.4253393665158371,0.1331021919257213,0.5584415584415584,0.4253393665158371,0.4918904624786977,-0.016359882933461044,0.4903067279236159,0.49999999999999994
geo,75,70.0,0.1,none,767,0.29411764705882354,0.3985230455818691,0.6926406926406926,0.29411764705882354,0.49337916984975805,-0.014432167932069308,0.4745773995155649,0.5099999999999999
geo,75,70.0,0.1,Sun,658,0.06334841628959276,0.8630585101173337,0.9264069264069265,0.06334841628959276,0.4948776713482596,-0.02026178334591481,0.3837764144512611,0.49999999999999994
geo,75,70.0,0.1,Moon,642,0.39826839826839827,0.1447180270709682,0.39826839826839827,0.5429864253393665,0.47062741180388235,-0.05936709557942032,0.4669811320754717,0.48999999999999994
geo,75,70.0,0.1,Mercury,656,0.167420814479638,0.6204579733991499,0.7878787878787878,0.167420814479638,0.4776498011792129,-0.056927714055559665,0.4253787940789725,0.49999999999999994
geo,75,70.0,0.1,Venus,656,0.42857142857142855,0.14156431803490627,0.42857142857142855,0.5701357466063348,0.4993535875888817,-0.0013056629807497119,0.4959891931720496,0.49999999999999994
geo,75,70.0,0.1,Mars,642,0.502262443438914,0.03453409335762281,0.5367965367965368,0.502262443438914,0.5195294901177254,0.03907390818563676,0.5195140470766895,0.49999999999999994
geo,75,70.0,0.1,Jupiter,654,0.46153846153846156,0.13153513153513152,0.5930735930735931,0.46153846153846156,0.5273060273060273,0.055086175867740804,0.525918484924586,0.49999999999999994
geo,75,70.0,0.1,Saturn,664,0.45248868778280543,0.0713208360267184,0.5238095238095238,0.45248868778280543,0.48814910579616466,-0.02375559503402793,0.4878325149732909,0.48999999999999994
geo,75,70.0,0.1,Uranus,672,0.329004329004329,0.31352960764725474,0.329004329004329,0.6425339366515838,0.4857691328279564,-0.029972254648277297,0.47102246584111873,0.49999999999999994
geo,75,70.0,0.1,Neptune,672,0.49321266968325794,0.008951832481244204,0.5021645021645021,0.49321266968325794,0.49768858592388004,-0.004621877637548623,0.4976671317715601,0.49999999999999994
geo,75,70.0,0.1,Pluto,674,0.44155844155844154,0.0742786625139567,0.44155844155844154,0.5158371040723982,0.4786977728154199,-0.04271504366452921,0.4775078369905956,0.49999999999999994
geo,75,70.0,0.1,MeanNode,658,0.5021645021645021,0.018197488785724136,0.5021645021645021,0.5203619909502263,0.5112632465573642,0.022524507731134086,0.5110595537020993,0.4799999999999999
geo,75,70.0,0.1,"MeanNode,Pluto",573,0.4796380090497738,0.12209359268182801,0.6017316017316018,0.4796380090497738,0.5406848053906878,0.08198132099256046,0.5395812317004158,0.49999999999999994
geo,75,70.0,0.1,"MeanNode,Saturn",565,0.5158371040723982,0.012301424066129885,0.5281385281385281,0.5158371040723982,0.5219878161054632,0.04396874258321455,0.5219741480611046,0.49999999999999994
geo,75,70.0,0.1,"MeanNode,Venus",557,0.46153846153846156,0.09257409257409255,0.5541125541125541,0.46153846153846156,0.5078255078255078,0.015715175861198798,0.5072190464965525,0.49999999999999994
geo,75,70.0,0.1,"Pluto,Saturn",573,0.3246753246753247,0.35858259387671154,0.3246753246753247,0.6832579185520362,0.5039666216136804,0.008495710551014638,0.4854529335912315,0.49999999999999994
geo,75,70.0,0.1,"Pluto,Venus",573,0.35294117647058826,0.2877514642220524,0.6406926406926406,0.35294117647058826,0.4968169085816144,-0.006645410321807989,0.48771338588995206,0.48999999999999994
geo,75,70.0,0.15,none,769,0.47186147186147187,0.06207517972223853,0.47186147186147187,0.5339366515837104,0.5028990617225911,0.005807858581317961,0.5020149542411971,0.5099999999999999
geo,75,70.0,0.15,Sun,660,0.3393665158371041,0.32730015082956254,0.6666666666666666,0.3393665158371041,0.5030165912518854,0.006383607383542899,0.4910912184506949,0.5099999999999999
geo,75,70.0,0.15,Moon,644,0.4253393665158371,0.1460892049127343,0.5714285714285714,0.4253393665158371,0.49838396897220427,-0.0032662790165402977,0.4964408951986592,0.49999999999999994
geo,75,70.0,0.15,Mercury,658,0.4155844155844156,0.11382734912146675,0.4155844155844156,0.5294117647058824,0.472498090145149,-0.05535791295454879,0.47009511289444383,0.48999999999999994
geo,75,70.0,0.15,Venus,658,0.4805194805194805,0.14843979549861902,0.4805194805194805,0.6289592760180995,0.55473937826879,0.11063777832390136,0.551375786163522,0.48999999999999994
geo,75,70.0,0.15,Mars,644,0.3852813852813853,0.18485436132494953,0.3852813852813853,0.5701357466063348,0.47770856594386,-0.04536217006202222,0.47212654298174295,0.48999999999999994
geo,75,70.0,0.15,Jupiter,656,0.38461538461538464,0.269064269064269,0.6536796536796536,0.38461538461538464,0.5191475191475191,0.039761404298829926,0.5117130453918018,0.49999999999999994
geo,75,70.0,0.15,Saturn,666,0.3891402714932127,0.2558813735284324,0.645021645021645,0.3891402714932127,0.5170809582574288,0.03533707049753724,0.510400079866224,0.49999999999999994
geo,75,70.0,0.15,Uranus,674,0.47619047619047616,0.11204481792717091,0.47619047619047616,0.5882352941176471,0.5322128851540616,0.06480773707627906,0.530053358443189,0.49999999999999994
geo,75,70.0,0.15,Neptune,672,0.4805194805194805,0.01269318916377743,0.4805194805194805,0.49321266968325794,0.48686607510136926,-0.026263734433893415,0.4867156142927068,0.49999999999999994
geo,75,70.0,0.15,Pluto,674,0.48917748917748916,0.017609841139252902,0.48917748917748916,0.5067873303167421,0.4979824097471156,-0.004034824863142279,0.49778515244514276,0.49999999999999994
geo,75,70.0,0.15,MeanNode,660,0.42081447963800905,0.15494309611956675,0.5757575757575758,0.42081447963800905,0.4982860276977924,-0.0034689575439097974,0.49605335859183836,0.49999999999999994
geo,75,70.0,0.15,"MeanNode,Pluto",573,0.46153846153846156,0.1531801531801531,0.6147186147186147,0.46153846153846156,0.5381285381285381,0.07716943839109051,0.5361907017128424,0.49999999999999994
geo,75,70.0,0.15,"MeanNode,Saturn",567,0.5067873303167421,0.07329924976983804,0.5800865800865801,0.5067873303167421,0.5434369552016611,0.08709941087456877,0.543165538219998,0.48999999999999994
geo,75,70.0,0.15,"MeanNode,Venus",559,0.16289592760180996,0.6466278819219996,0.8095238095238095,0.16289592760180996,0.48620986856280973,-0.036123021082423726,0.4297174151391437,0.5099999999999999
geo,75,70.0,0.15,"Pluto,Saturn",573,0.44155844155844154,0.1647764000705177,0.44155844155844154,0.6063348416289592,0.5239466415937004,0.0485364446215314,0.5197166469893743,0.48999999999999994
geo,75,70.0,0.15,"Pluto,Venus",573,0.416289592760181,0.19410001762942936,0.6103896103896104,0.416289592760181,0.5133396015748957,0.027193017658987982,0.50972496693957,0.48999999999999994
geo,75,70.0,0.25,none,769,0.48868778280542985,0.08274078862314155,0.5714285714285714,0.48868778280542985,0.5300581771170007,0.060315168680765974,0.5296473729678788,0.5099999999999999
geo,75,70.0,0.25,Sun,660,0.39819004524886875,0.28146363440481087,0.6796536796536796,0.39819004524886875,0.5389218624512742,0.08114639482960809,0.5311085831124118,0.5099999999999999
geo,75,70.0,0.25,Moon,644,0.07239819004524888,0.8193767017296429,0.8917748917748918,0.07239819004524888,0.4820865409100703,-0.062358942169064784,0.3819409764333785,0.49999999999999994
geo,75,70.0,0.25,Mercury,658,0.38095238095238093,0.2027580262874381,0.38095238095238093,0.583710407239819,0.4823313940961,-0.03608391921513873,0.47577520814517604,0.48999999999999994
geo,75,70.0,0.25,Venus,658,0.48484848484848486,0.08528726175784995,0.48484848484848486,0.5701357466063348,0.5274921157274098,0.05516607314659827,0.5260940286514982,0.48999999999999994
geo,75,70.0,0.25,Mars,644,0.3852813852813853,0.18485436132494953,0.3852813852813853,0.5701357466063348,0.47770856594386,-0.04536217006202222,0.47212654298174295,0.48999999999999994
geo,75,70.0,0.25,Jupiter,656,0.3574660633484163,0.2356075297251768,0.5930735930735931,0.3574660633484163,0.4752698282110047,-0.050866763126744374,0.4691350651935901,0.49999999999999994
geo,75,70.0,0.25,Saturn,666,0.33031674208144796,0.2757438639791581,0.6060606060606061,0.33031674208144796,0.46818867407102704,-0.06614480277902282,0.45935990791482123,0.49999999999999994
geo,75,70.0,0.25,Uranus,674,0.27705627705627706,0.4695500577853519,0.27705627705627706,0.746606334841629,0.511831305948953,0.026785832123099502,0.48070869589856935,0.48999999999999994
geo,75,70.0,0.25,Neptune,672,0.4434389140271493,0.11933164874341351,0.5627705627705628,0.4434389140271493,0.503104738398856,0.006252739515003309,0.5019283746556473,0.49999999999999994
geo,75,70.0,0.25,Pluto,674,0.2943722943722944,0.4431842667136785,0.2943722943722944,0.7375565610859729,0.5159644277291336,0.035595197340944226,0.48846522155480104,0.4799999999999999
geo,75,70.0,0.25,MeanNode,660,0.47058823529411764,0.08352431881843647,0.5541125541125541,0.47058823529411764,0.5123503947033359,0.024782478887730823,0.5118982172308175,0.48999999999999994
geo,75,70.0,0.25,"MeanNode,Pluto",573,0.43891402714932126,0.1714755832402891,0.6103896103896104,0.43891402714932126,0.5246518187694658,0.05004230995368596,0.5220192915876027,0.49999999999999994
geo,75,70.0,0.25,"MeanNode,Saturn",567,0.5194805194805194,0.0008814714697068515,0.5194805194805194,0.5203619909502263,0.5199212552153729,0.03983275844668776,0.5198527504050832,0.48999999999999994
geo,75,70.0,0.25,"MeanNode,Venus",559,0.416289592760181,0.19410001762942936,0.6103896103896104,0.416289592760181,0.5133396015748957,0.027193017658987982,0.50972496693957,0.49999999999999994
geo,75,70.0,0.25,"Pluto,Saturn",573,0.4805194805194805,0.06699183169771411,0.4805194805194805,0.5475113122171946,0.5140153963683376,0.028085862027568024,0.5130359836242189,0.49999999999999994
geo,75,70.0,0.25,"Pluto,Venus",573,0.28054298642533937,0.4856907798084269,0.7662337662337663,0.28054298642533937,0.5233883763295528,0.053534476769124865,0.49614557329690856,0.49999999999999994
geo,75,90.0,0.05,none,757,0.4199134199134199,0.2045209692268516,0.4199134199134199,0.6244343891402715,0.5221739045268456,0.04528491857154883,0.5159285964574605,0.49999999999999994
geo,75,90.0,0.05,Sun,650,0.3393665158371041,0.3532741768035885,0.6926406926406926,0.3393665158371041,0.5160036042388984,0.034214703772858804,0.5023112558923072,0.49999999999999994
geo,75,90.0,0.05,Moon,634,0.248868778280543,0.4913909619791973,0.7402597402597403,0.248868778280543,0.49456425927014164,-0.01247748296809143,0.46474681421864517,0.49999999999999994
geo,75,90.0,0.05,Mercury,652,0.4751131221719457,0.08765744059861713,0.5627705627705628,0.4751131221719457,0.5189418424712542,0.03802359532423978,0.5184383269752895,0.49999999999999994
geo,75,90.0,0.05,Venus,648,0.14285714285714285,0.7394957983193278,0.14285714285714285,0.8823529411764706,0.5126050420168067,0.03740710848002492,0.4313826799955071,0.48999999999999994
geo,75,90.0,0.05,Mars,636,0.47619047619047616,0.10299504417151484,0.47619047619047616,0.579185520361991,0.5276879982762336,0.05565138654710412,0.5257966467300716,0.48999999999999994
geo,75,90.0,0.05,Jupiter,644,0.4796380090497738,0.013868484456719732,0.4935064935064935,0.4796380090497738,0.48657225127813364,-0.02685129001407,0.4865648256952605,0.49999999999999994
geo,75,90.0,0.05,Saturn,654,0.27601809954751133,0.3906485671191553,0.6666666666666666,0.27601809954751133,0.471342383107089,-0.062211092447225426,0.4524852418798395,0.49999999999999994
geo,75,90.0,0.05,Uranus,662,0.4155844155844156,0.23599929482282422,0.4155844155844156,0.6515837104072398,0.5335840629958277,0.06907807158875504,0.5256237623762376,0.48999999999999994
geo,75,90.0,0.05,Neptune,662,0.15384615384615385,0.6297036297036297,0.7835497835497836,0.15384615384615385,0.4686979686979687,-0.08045278666763987,0.4136456936424095,0.49999999999999994
geo,75,90.0,0.05,Pluto,668,0.23529411764705882,0.49630761395467277,0.7316017316017316,0.23529411764705882,0.48344792462439523,-0.03810428370218446,0.45223618288172496,0.49999999999999994
